hotel,is_canceled,lead_time,arrival_date_year,arrival_date_month,stays_in_weekend_nights,stays_in_week_nights,customer_type,country,adr,total_nights,revenue,deposit_type,distribution_channel,market_segment
City Hotel,0,14,2016,12,2,1,Transient,PRT,136.56,3,409.69,Non Refund,Direct,Online TA
Resort Hotel,0,23,2015,5,1,0,Transient,ESP,144.97,1,144.97,No Deposit,TA/TO,Aviation
Resort Hotel,0,29,2015,7,0,0,Contract,GBR,151.64,1,151.64,No Deposit,TA/TO,Offline TA/TO
City Hotel,0,25,2016,4,1,1,Transient,GBR,118.35,2,236.7,No Deposit,TA/TO,Online TA
Resort Hotel,0,175,2016,8,3,1,Contract,NLD,74.36,4,297.43,No Deposit,TA/TO,Online TA
Resort Hotel,0,438,2015,1,2,1,Transient,GBR,34.14,3,102.42,No Deposit,TA/TO,Online TA
City Hotel,0,11,2017,3,2,2,Transient,PRT,59.51,4,238.03,No Deposit,TA/TO,Corporate
Resort Hotel,0,1,2015,10,2,1,Transient,PRT,101.13,3,303.38,No Deposit,TA/TO,Online TA
Resort Hotel,0,491,2016,11,0,2,Transient,GBR,88.51,2,177.02,No Deposit,TA/TO,Online TA
City Hotel,0,101,2016,8,2,2,Contract,PRT,93.84,4,375.36,No Deposit,TA/TO,Online TA
City Hotel,0,162,2016,10,0,0,Transient,PRT,105.67,1,105.67,No Deposit,TA/TO,Online TA
City Hotel,0,17,2016,11,1,0,Contract,PRT,142.24,1,142.24,Non Refund,TA/TO,Offline TA/TO
City Hotel,1,51,2015,7,1,0,Transient,AUS,146.53,1,0.0,No Deposit,TA/TO,Complementary
Resort Hotel,0,85,2016,7,0,1,Transient,PRT,91.94,1,91.94,No Deposit,TA/TO,Online TA
City Hotel,0,120,2017,3,2,1,Transient-Party,GBR,65.57,3,196.71,No Deposit,TA/TO,Online TA
Resort Hotel,1,315,2017,6,2,0,Transient,PRT,81.16,2,0.0,No Deposit,TA/TO,Direct
Resort Hotel,0,11,2016,2,0,1,Transient,PRT,114.27,1,114.27,No Deposit,Direct,Direct
Resort Hotel,0,7,2016,3,0,2,Transient,DEU,122.18,2,244.36,No Deposit,TA/TO,Online TA
City Hotel,1,203,2015,12,1,0,Transient,PRT,110.36,1,0.0,No Deposit,TA/TO,Online TA
Resort Hotel,1,132,2017,1,1,0,Transient,PRT,68.72,1,0.0,Non Refund,TA/TO,Online TA
Resort Hotel,1,227,2016,7,0,3,Transient,ITA,114.94,3,0.0,No Deposit,Corporate,Online TA
City Hotel,0,61,2017,7,1,0,Transient,BEL,97.01,1,97.01,No Deposit,TA/TO,Offline TA/TO
Resort Hotel,1,124,2015,6,1,2,Transient-Party,IRL,110.06,3,0.0,No Deposit,TA/TO,Online TA
Resort Hotel,1,5,2016,4,2,2,Transient,GBR,93.15,4,0.0,Non Refund,TA/TO,Offline TA/TO
City Hotel,0,16,2016,10,1,1,Transient,ESP,117.51,2,235.01,No Deposit,TA/TO,Corporate
Resort Hotel,0,2,2016,8,2,1,Transient,PRT,80.26,3,240.77,No Deposit,TA/TO,Online TA
City Hotel,0,570,2015,11,1,0,Transient,PRT,123.72,1,123.72,No Deposit,TA/TO,Online TA
City Hotel,0,140,2017,4,2,0,Transient,USA,80.21,2,160.42,Non Refund,TA/TO,Online TA
City Hotel,0,14,2016,8,1,2,Transient,PRT,68.21,3,204.62,Refundable,TA/TO,Complementary
Resort Hotel,0,12,2015,5,3,0,Transient,GBR,42.76,3,128.28,No Deposit,TA/TO,Offline TA/TO
City Hotel,0,2,2016,8,1,0,Transient-Party,ITA,113.92,1,113.92,No Deposit,Direct,Offline TA/TO
City Hotel,1,157,2016,1,0,3,Transient-Party,AUS,107.89,3,0.0,Non Refund,TA/TO,Online TA
City Hotel,1,326,2017,2,1,0,Transient,PRT,80.25,1,0.0,No Deposit,TA/TO,Online TA
Resort Hotel,0,0,2017,9,2,1,Transient,PRT,72.72,3,218.16,No Deposit,TA/TO,Complementary
City Hotel,1,84,2017,11,0,0,Transient,ITA,134.83,1,0.0,No Deposit,TA/TO,Direct
Resort Hotel,1,41,2015,9,1,0,Transient,BRA,116.45,1,0.0,No Deposit,GDS,Online TA
Resort Hotel,0,127,2016,10,1,1,Transient,ESP,46.23,2,92.46,No Deposit,Direct,Direct
City Hotel,0,44,2015,8,0,0,Transient,GBR,133.56,1,133.56,No Deposit,TA/TO,Complementary
City Hotel,0,65,2016,8,0,2,Contract,USA,109.81,2,219.63,No Deposit,TA/TO,Direct
City Hotel,0,133,2016,1,0,0,Transient,DEU,152.14,1,152.14,No Deposit,TA/TO,Corporate
City Hotel,1,57,2015,5,1,1,Transient,ESP,28.34,2,0.0,No Deposit,TA/TO,Online TA
Resort Hotel,0,15,2016,7,2,1,Transient,GBR,77.84,3,233.52,No Deposit,TA/TO,Online TA
City Hotel,0,0,2017,12,2,2,Transient,FRA,95.22,4,380.86,No Deposit,TA/TO,Direct
Resort Hotel,0,5,2016,4,1,0,Transient,NLD,102.84,1,102.84,No Deposit,TA/TO,Online TA
Resort Hotel,0,6,2016,3,1,1,Transient,SWE,122.28,2,244.56,No Deposit,TA/TO,Online TA
City Hotel,1,165,2016,1,1,1,Transient,AUT,136.16,2,0.0,No Deposit,TA/TO,Offline TA/TO
City Hotel,0,157,2016,5,2,3,Transient,ESP,77.36,5,386.78,No Deposit,TA/TO,Offline TA/TO
Resort Hotel,0,7,2015,11,2,1,Transient,IRL,10.0,3,30.0,Non Refund,TA/TO,Corporate
City Hotel,0,84,2015,7,2,0,Transient,DEU,128.97,2,257.94,No Deposit,TA/TO,Corporate
City Hotel,0,33,2016,5,0,3,Transient,PRT,102.39,3,307.16,No Deposit,TA/TO,Online TA
City Hotel,1,355,2016,1,1,3,Transient-Party,SWE,133.94,4,0.0,No Deposit,TA/TO,Complementary
Resort Hotel,0,7,2016,10,0,0,Transient,DEU,63.24,1,63.24,No Deposit,TA/TO,Offline TA/TO
City Hotel,0,13,2017,4,1,0,Transient,FRA,116.38,1,116.38,No Deposit,TA/TO,Online TA
City Hotel,1,80,2016,10,0,3,Transient,DEU,86.85,3,0.0,No Deposit,TA/TO,Online TA
Resort Hotel,0,20,2017,7,0,2,Transient,DEU,124.97,2,249.95,No Deposit,Corporate,Offline TA/TO
City Hotel,0,127,2016,7,0,0,Transient,ESP,139.21,1,139.21,Refundable,Corporate,Online TA
City Hotel,1,360,2015,6,1,1,Transient,CHN,130.94,2,0.0,No Deposit,TA/TO,Online TA
City Hotel,0,7,2015,7,0,2,Contract,PRT,166.85,2,333.7,No Deposit,TA/TO,Offline TA/TO
City Hotel,1,318,2015,3,0,0,Transient,DEU,92.55,1,0.0,Non Refund,TA/TO,Groups
City Hotel,0,51,2017,10,3,3,Contract,PRT,122.8,6,736.8,No Deposit,TA/TO,Offline TA/TO
City Hotel,1,265,2016,5,0,0,Transient,GBR,127.85,1,0.0,No Deposit,Corporate,Complementary
City Hotel,0,1,2015,1,1,0,Transient,ESP,102.38,1,102.38,No Deposit,TA/TO,Offline TA/TO
City Hotel,0,0,2015,7,0,1,Transient,ESP,73.35,1,73.35,No Deposit,Direct,Offline TA/TO
City Hotel,0,621,2017,9,1,0,Transient,PRT,152.23,1,152.23,No Deposit,TA/TO,Offline TA/TO
City Hotel,0,122,2016,5,0,2,Transient,BEL,95.03,2,190.06,No Deposit,TA/TO,Complementary
City Hotel,0,27,2015,12,1,2,Transient,ITA,51.74,3,155.21,No Deposit,TA/TO,Direct
City Hotel,1,72,2017,2,2,0,Transient,IRL,95.72,2,0.0,No Deposit,TA/TO,Offline TA/TO
City Hotel,1,7,2015,6,1,0,Transient,FRA,131.08,1,0.0,No Deposit,Direct,Online TA
City Hotel,0,82,2016,7,2,2,Transient,GBR,151.53,4,606.1,Refundable,GDS,Online TA
Resort Hotel,0,0,2017,11,0,0,Transient,IRL,74.32,1,74.32,No Deposit,Direct,Offline TA/TO
City Hotel,0,119,2017,7,1,1,Transient,RUS,73.56,2,147.11,No Deposit,GDS,Online TA
City Hotel,0,32,2016,2,0,0,Contract,FRA,95.97,1,95.97,No Deposit,TA/TO,Offline TA/TO
Resort Hotel,0,146,2017,8,0,1,Contract,ESP,137.17,1,137.17,No Deposit,TA/TO,Offline TA/TO
City Hotel,0,182,2016,8,0,3,Group,ESP,114.59,3,343.76,No Deposit,TA/TO,Corporate
City Hotel,0,98,2017,10,1,3,Transient-Party,DEU,149.03,4,596.11,No Deposit,TA/TO,Groups
City Hotel,1,515,2017,12,1,0,Transient,GBR,74.71,1,0.0,No Deposit,TA/TO,Offline TA/TO
City Hotel,0,42,2016,3,3,2,Transient-Party,PRT,136.17,5,680.84,No Deposit,Direct,Online TA
City Hotel,1,308,2016,8,1,0,Transient,GBR,138.59,1,0.0,No Deposit,Direct,Online TA
City Hotel,1,0,2016,10,1,5,Transient,AUT,92.56,6,0.0,No Deposit,TA/TO,Offline TA/TO
City Hotel,1,137,2017,8,2,1,Contract,PRT,66.4,3,0.0,No Deposit,TA/TO,Online TA
Resort Hotel,0,67,2017,2,1,0,Transient,ESP,67.94,1,67.94,No Deposit,TA/TO,Online TA
City Hotel,0,98,2016,6,2,1,Transient,PRT,108.93,3,326.79,No Deposit,TA/TO,Aviation
City Hotel,0,170,2016,5,0,4,Contract,PRT,88.3,4,353.19,No Deposit,TA/TO,Groups
City Hotel,1,168,2017,10,2,3,Transient,ESP,115.11,5,0.0,No Deposit,TA/TO,Online TA
City Hotel,0,48,2016,1,2,0,Contract,GBR,110.06,2,220.13,No Deposit,TA/TO,Online TA
City Hotel,1,109,2017,9,1,0,Transient,ITA,93.47,1,0.0,No Deposit,TA/TO,Direct
Resort Hotel,0,29,2015,9,1,3,Transient,ESP,92.42,4,369.69,No Deposit,TA/TO,Corporate
Resort Hotel,0,225,2015,8,2,4,Transient,ESP,104.95,6,629.69,No Deposit,TA/TO,Offline TA/TO
City Hotel,0,29,2017,10,1,2,Contract,DEU,66.92,3,200.75,No Deposit,Corporate,Direct
City Hotel,0,389,2016,9,0,4,Transient,GBR,43.39,4,173.56,No Deposit,Corporate,Offline TA/TO
Resort Hotel,1,109,2016,8,0,2,Contract,PRT,95.68,2,0.0,No Deposit,TA/TO,Online TA
Resort Hotel,1,21,2016,5,1,1,Transient-Party,PRT,144.06,2,0.0,No Deposit,TA/TO,Offline TA/TO
City Hotel,0,1,2015,11,2,5,Transient,BRA,153.84,7,1076.88,No Deposit,TA/TO,Online TA
Resort Hotel,0,27,2015,10,1,0,Transient-Party,DEU,78.12,1,78.12,No Deposit,TA/TO,Direct
Resort Hotel,0,21,2016,6,1,0,Transient,GBR,60.97,1,60.97,No Deposit,TA/TO,Complementary
City Hotel,0,285,2017,12,0,0,Group,FRA,129.7,1,129.7,No Deposit,TA/TO,Corporate
Resort Hotel,1,25,2017,8,0,0,Transient-Party,GBR,45.92,1,0.0,No Deposit,Direct,Online TA
Resort Hotel,0,5,2015,5,2,2,Contract,GBR,131.08,4,524.3,No Deposit,TA/TO,Online TA
Resort Hotel,0,60,2015,7,0,2,Transient,DEU,104.52,2,209.04,Refundable,TA/TO,Corporate
City Hotel,0,3,2016,5,1,2,Group,GBR,158.87,3,476.6,No Deposit,TA/TO,Groups
Resort Hotel,0,2,2016,9,3,2,Transient,PRT,175.1,5,875.5,No Deposit,TA/TO,Online TA
City Hotel,0,4,2017,3,2,0,Transient,BEL,89.19,2,178.37,No Deposit,TA/TO,Offline TA/TO
Resort Hotel,0,3,2015,3,3,1,Transient-Party,ITA,119.77,4,479.09,No Deposit,TA/TO,Corporate
City Hotel,1,144,2016,7,2,0,Transient,FRA,189.68,2,0.0,No Deposit,TA/TO,Direct
City Hotel,1,369,2017,8,1,1,Transient,ESP,85.64,2,0.0,No Deposit,TA/TO,Corporate
Resort Hotel,1,593,2016,9,1,3,Transient-Party,DEU,68.06,4,0.0,No Deposit,Direct,Offline TA/TO
City Hotel,0,124,2015,9,1,0,Contract,GBR,120.87,1,120.87,No Deposit,TA/TO,Offline TA/TO
Resort Hotel,0,13,2016,6,0,1,Contract,PRT,106.05,1,106.05,No Deposit,Direct,Online TA
City Hotel,0,29,2017,11,1,1,Transient-Party,POL,104.07,2,208.14,No Deposit,TA/TO,Groups
City Hotel,0,1,2016,10,1,1,Transient,ESP,146.0,2,291.99,No Deposit,Corporate,Groups
City Hotel,1,29,2015,2,0,1,Transient,DEU,109.62,1,0.0,No Deposit,GDS,Online TA
City Hotel,0,17,2017,9,1,1,Contract,ESP,140.77,2,281.54,No Deposit,TA/TO,Groups
Resort Hotel,0,43,2016,5,0,0,Transient,FRA,104.92,1,104.92,No Deposit,TA/TO,Direct
Resort Hotel,1,7,2016,9,1,0,Transient-Party,ESP,122.98,1,0.0,No Deposit,TA/TO,Direct
Resort Hotel,1,231,2017,2,1,1,Transient,FRA,74.98,2,0.0,No Deposit,GDS,Online TA
City Hotel,1,2,2015,1,1,2,Group,ROU,75.25,3,0.0,No Deposit,TA/TO,Direct
City Hotel,0,51,2015,8,1,0,Transient,FRA,124.51,1,124.51,No Deposit,TA/TO,Aviation
Resort Hotel,1,4,2016,6,0,2,Transient,SWE,90.98,2,0.0,No Deposit,Direct,Direct
Resort Hotel,0,10,2016,7,0,2,Transient,ESP,56.42,2,112.84,No Deposit,TA/TO,Offline TA/TO
Resort Hotel,0,2,2017,10,0,1,Transient,ESP,61.92,1,61.92,No Deposit,TA/TO,Direct
Resort Hotel,0,131,2017,4,3,1,Transient,PRT,119.98,4,479.92,No Deposit,TA/TO,Corporate
Resort Hotel,0,141,2015,2,2,1,Transient,CHN,70.82,3,212.47,No Deposit,TA/TO,Online TA
Resort Hotel,1,29,2016,12,2,0,Transient,FRA,50.43,2,0.0,No Deposit,TA/TO,Offline TA/TO
Resort Hotel,1,25,2016,9,1,2,Transient,PRT,88.02,3,0.0,No Deposit,TA/TO,Corporate
Resort Hotel,0,25,2015,11,0,5,Contract,PRT,94.53,5,472.64,No Deposit,TA/TO,Online TA
City Hotel,0,315,2015,3,1,1,Transient,NLD,127.83,2,255.66,No Deposit,TA/TO,Online TA
Resort Hotel,1,26,2015,12,1,1,Transient,PRT,81.85,2,0.0,No Deposit,TA/TO,Online TA
Resort Hotel,1,0,2017,8,0,1,Transient-Party,PRT,139.26,1,0.0,No Deposit,TA/TO,Online TA
City Hotel,0,138,2016,7,1,0,Transient,PRT,146.79,1,146.79,No Deposit,TA/TO,Offline TA/TO
City Hotel,1,308,2017,6,0,0,Transient,ESP,66.24,1,0.0,No Deposit,TA/TO,Groups
City Hotel,0,64,2017,9,0,0,Contract,PRT,83.91,1,83.91,No Deposit,TA/TO,Online TA
City Hotel,0,78,2017,7,2,1,Transient,ITA,141.38,3,424.14,No Deposit,TA/TO,Direct
Resort Hotel,1,15,2016,6,0,0,Contract,ESP,106.39,1,0.0,No Deposit,TA/TO,Direct
City Hotel,1,8,2015,4,2,3,Transient,DEU,45.58,5,0.0,No Deposit,TA/TO,Corporate
Resort Hotel,1,70,2016,6,2,1,Transient,AUT,43.1,3,0.0,No Deposit,TA/TO,Online TA
Resort Hotel,1,106,2016,8,2,3,Transient,BEL,95.37,5,0.0,No Deposit,TA/TO,Online TA
Resort Hotel,0,0,2017,7,2,2,Transient-Party,GBR,92.98,4,371.91,No Deposit,TA/TO,Offline TA/TO
City Hotel,0,54,2016,1,2,1,Transient,AUT,121.28,3,363.85,No Deposit,TA/TO,Online TA
City Hotel,0,75,2017,12,1,0,Transient,AUT,103.59,1,103.59,No Deposit,TA/TO,Direct
City Hotel,1,4,2017,7,0,3,Contract,FRA,105.71,3,0.0,No Deposit,Corporate,Online TA
City Hotel,0,631,2015,2,1,3,Transient,BEL,122.42,4,489.69,No Deposit,TA/TO,Online TA
City Hotel,0,21,2015,4,0,0,Transient,ITA,148.25,1,148.25,No Deposit,TA/TO,Online TA
City Hotel,0,67,2017,3,2,0,Transient,NLD,156.98,2,313.96,No Deposit,TA/TO,Online TA
City Hotel,1,0,2016,1,1,2,Transient,GBR,101.97,3,0.0,No Deposit,TA/TO,Online TA
City Hotel,0,32,2017,7,0,3,Transient,ESP,88.85,3,266.55,No Deposit,TA/TO,Online TA
City Hotel,0,316,2016,6,1,2,Transient,DEU,137.34,3,412.03,No Deposit,TA/TO,Complementary
Resort Hotel,0,139,2015,9,1,1,Transient,ITA,142.05,2,284.1,No Deposit,TA/TO,Offline TA/TO
City Hotel,0,67,2016,3,0,0,Transient,POL,105.19,1,105.19,No Deposit,TA/TO,Direct
Resort Hotel,0,79,2016,11,0,2,Transient,BEL,139.71,2,279.43,Non Refund,TA/TO,Aviation
Resort Hotel,0,24,2017,1,1,2,Transient-Party,PRT,87.35,3,262.06,Non Refund,TA/TO,Online TA
City Hotel,1,12,2016,7,2,2,Transient,FRA,86.74,4,0.0,No Deposit,TA/TO,Online TA
Resort Hotel,0,119,2017,4,2,0,Transient,GBR,54.5,2,109.01,No Deposit,TA/TO,Offline TA/TO
City Hotel,0,3,2017,8,0,0,Contract,POL,44.93,1,44.93,No Deposit,TA/TO,Complementary
City Hotel,0,16,2015,1,1,0,Transient,PRT,44.15,1,44.15,No Deposit,Direct,Online TA
City Hotel,1,215,2016,9,2,0,Transient-Party,PRT,107.33,2,0.0,No Deposit,TA/TO,Online TA
City Hotel,0,728,2016,6,0,1,Transient,DEU,126.61,1,126.61,No Deposit,TA/TO,Direct
City Hotel,0,6,2016,3,1,0,Transient,ESP,98.85,1,98.85,No Deposit,Direct,Online TA
Resort Hotel,0,5,2017,5,2,0,Transient,PRT,128.13,2,256.25,No Deposit,TA/TO,Online TA
City Hotel,0,52,2017,5,0,5,Transient-Party,ITA,173.43,5,867.17,No Deposit,TA/TO,Online TA
City Hotel,1,211,2017,4,3,3,Transient,PRT,120.89,6,0.0,Non Refund,TA/TO,Groups
Resort Hotel,0,309,2017,9,2,0,Transient,GBR,70.55,2,141.1,No Deposit,TA/TO,Online TA
Resort Hotel,0,51,2015,12,1,3,Transient-Party,PRT,56.83,4,227.33,No Deposit,TA/TO,Offline TA/TO
City Hotel,0,178,2017,8,0,0,Contract,CHE,94.49,1,94.49,No Deposit,TA/TO,Corporate
Resort Hotel,1,161,2015,6,0,0,Group,AUT,91.4,1,0.0,Refundable,TA/TO,Online TA
Resort Hotel,0,2,2015,10,0,5,Contract,FRA,81.94,5,409.72,No Deposit,TA/TO,Offline TA/TO
City Hotel,0,81,2016,8,1,2,Transient,NLD,174.04,3,522.13,No Deposit,TA/TO,Online TA
City Hotel,1,326,2016,7,1,3,Transient,ESP,92.49,4,0.0,No Deposit,TA/TO,Online TA
Resort Hotel,0,76,2017,8,1,0,Transient,BRA,94.58,1,94.58,No Deposit,TA/TO,Direct
Resort Hotel,0,58,2016,7,2,2,Transient,BEL,114.17,4,456.67,No Deposit,TA/TO,Online TA
Resort Hotel,0,340,2017,1,0,0,Transient,PRT,154.91,1,154.91,No Deposit,TA/TO,Online TA
City Hotel,1,81,2016,8,0,2,Transient,DEU,113.95,2,0.0,No Deposit,TA/TO,Online TA
Resort Hotel,0,4,2016,5,0,0,Transient,DEU,36.05,1,36.05,No Deposit,Direct,Online TA
City Hotel,1,169,2016,1,0,2,Transient-Party,ESP,98.03,2,0.0,Refundable,TA/TO,Online TA
City Hotel,0,0,2015,5,1,1,Transient,PRT,134.96,2,269.92,No Deposit,TA/TO,Direct
Resort Hotel,0,150,2016,3,3,2,Transient,CHE,123.75,5,618.76,No Deposit,TA/TO,Online TA
Resort Hotel,0,59,2016,2,1,2,Contract,BRA,82.33,3,246.99,No Deposit,TA/TO,Online TA
City Hotel,0,130,2016,8,2,3,Transient,GBR,56.89,5,284.46,No Deposit,TA/TO,Online TA
Resort Hotel,0,26,2016,8,2,0,Contract,PRT,76.46,2,152.93,No Deposit,TA/TO,Online TA
City Hotel,0,217,2015,11,1,1,Transient-Party,FRA,104.29,2,208.59,No Deposit,TA/TO,Corporate
City Hotel,0,26,2016,4,0,2,Transient,RUS,114.9,2,229.79,Non Refund,Corporate,Complementary
City Hotel,1,293,2016,8,1,3,Transient,GBR,72.2,4,0.0,No Deposit,TA/TO,Direct
Resort Hotel,0,445,2016,9,0,0,Transient,ESP,74.23,1,74.23,No Deposit,TA/TO,Groups
Resort Hotel,0,71,2017,9,1,0,Transient,GBR,76.41,1,76.41,Non Refund,TA/TO,Online TA
City Hotel,0,184,2017,10,0,0,Transient,DEU,135.9,1,135.9,Non Refund,TA/TO,Corporate
City Hotel,0,309,2017,8,2,0,Transient-Party,USA,118.82,2,237.63,No Deposit,TA/TO,Online TA
City Hotel,0,0,2016,10,1,1,Transient,ESP,111.95,2,223.89,No Deposit,TA/TO,Online TA
Resort Hotel,0,716,2017,11,1,0,Transient,NLD,101.19,1,101.19,No Deposit,TA/TO,Groups
City Hotel,0,55,2016,8,0,2,Transient,POL,98.93,2,197.86,No Deposit,TA/TO,Direct
City Hotel,1,153,2016,8,1,0,Transient,PRT,137.63,1,0.0,Non Refund,TA/TO,Offline TA/TO
Resort Hotel,1,67,2017,1,2,1,Transient,FRA,95.82,3,0.0,No Deposit,TA/TO,Groups
City Hotel,0,73,2017,11,0,3,Transient,USA,163.87,3,491.61,No Deposit,TA/TO,Online TA
Resort Hotel,0,37,2017,3,0,0,Transient-Party,PRT,99.18,1,99.18,No Deposit,TA/TO,Online TA
Resort Hotel,0,165,2015,7,2,1,Transient,PRT,54.83,3,164.48,No Deposit,TA/TO,Offline TA/TO
City Hotel,0,152,2017,4,3,3,Transient,BRA,112.44,6,674.65,No Deposit,Direct,Online TA
Resort Hotel,0,248,2016,5,1,1,Transient,GBR,94.19,2,188.37,No Deposit,TA/TO,Online TA
City Hotel,0,167,2016,4,1,5,Transient-Party,GBR,112.09,6,672.55,No Deposit,TA/TO,Groups
City Hotel,0,21,2016,1,1,2,Group,FRA,130.32,3,390.96,No Deposit,TA/TO,Online TA
Resort Hotel,0,687,2016,11,1,3,Transient,PRT,108.85,4,435.4,No Deposit,TA/TO,Online TA
Resort Hotel,0,196,2017,6,1,0,Transient,ESP,193.65,1,193.65,No Deposit,Corporate,Direct
Resort Hotel,1,62,2016,9,1,0,Transient,PRT,110.7,1,0.0,No Deposit,TA/TO,Online TA
City Hotel,1,261,2015,12,0,1,Transient,FRA,92.37,1,0.0,Non Refund,TA/TO,Online TA
Resort Hotel,0,32,2015,12,2,2,Transient,GBR,30.56,4,122.26,Non Refund,TA/TO,Corporate
City Hotel,0,5,2016,7,2,1,Transient,SWE,93.91,3,281.72,Non Refund,TA/TO,Online TA
City Hotel,1,36,2015,1,2,0,Transient,PRT,68.44,2,0.0,No Deposit,TA/TO,Direct
City Hotel,1,551,2016,8,2,1,Transient,ITA,108.14,3,0.0,No Deposit,TA/TO,Offline TA/TO
Resort Hotel,0,127,2016,1,0,0,Transient,GBR,144.84,1,144.84,No Deposit,TA/TO,Groups
Resort Hotel,0,28,2015,11,1,3,Transient-Party,GBR,68.75,4,274.98,No Deposit,TA/TO,Offline TA/TO
City Hotel,0,4,2016,3,2,2,Transient,BRA,130.91,4,523.66,No Deposit,TA/TO,Groups
City Hotel,0,36,2016,4,0,3,Transient,AUT,128.27,3,384.8,No Deposit,TA/TO,Corporate
City Hotel,1,687,2016,5,3,1,Transient,ESP,82.44,4,0.0,Non Refund,TA/TO,Online TA
City Hotel,1,71,2015,9,1,0,Contract,ESP,111.75,1,0.0,No Deposit,TA/TO,Offline TA/TO
City Hotel,1,183,2015,12,1,1,Transient-Party,PRT,140.1,2,0.0,No Deposit,Corporate,Offline TA/TO
City Hotel,0,274,2016,1,2,3,Group,ESP,132.67,5,663.33,No Deposit,TA/TO,Complementary
Resort Hotel,0,457,2015,12,0,0,Transient,BEL,11.43,1,11.43,No Deposit,Direct,Online TA
Resort Hotel,0,174,2016,10,0,0,Transient,AUT,63.36,1,63.36,No Deposit,TA/TO,Direct
Resort Hotel,1,123,2015,8,1,2,Transient-Party,DEU,10.0,3,0.0,Non Refund,Corporate,Corporate
City Hotel,1,29,2015,9,0,2,Transient-Party,GBR,105.44,2,0.0,No Deposit,TA/TO,Online TA
City Hotel,0,175,2016,8,2,0,Transient-Party,FRA,146.16,2,292.31,No Deposit,Corporate,Online TA
Resort Hotel,0,17,2016,8,3,0,Transient,BEL,43.31,3,129.94,No Deposit,TA/TO,Offline TA/TO
City Hotel,0,1,2015,1,3,0,Transient,RUS,98.89,3,296.66,Non Refund,TA/TO,Groups
City Hotel,1,266,2016,3,2,3,Transient,FRA,88.94,5,0.0,No Deposit,Corporate,Online TA
City Hotel,0,80,2017,12,2,0,Transient,ROU,107.65,2,215.31,No Deposit,TA/TO,Offline TA/TO
City Hotel,1,289,2015,7,2,0,Transient,USA,97.43,2,0.0,No Deposit,TA/TO,Direct
City Hotel,1,153,2015,4,0,0,Transient,NLD,131.78,1,0.0,Non Refund,TA/TO,Corporate
City Hotel,0,4,2016,5,2,0,Transient,PRT,92.43,2,184.86,No Deposit,TA/TO,Online TA
Resort Hotel,0,47,2016,8,2,1,Transient,ESP,61.97,3,185.91,Non Refund,TA/TO,Offline TA/TO
Resort Hotel,0,40,2017,8,0,1,Transient,GBR,125.7,1,125.7,No Deposit,GDS,Online TA
City Hotel,0,78,2016,5,1,3,Transient,ESP,113.77,4,455.09,No Deposit,TA/TO,Direct
City Hotel,0,3,2015,10,1,0,Contract,PRT,48.48,1,48.48,No Deposit,TA/TO,Offline TA/TO
Resort Hotel,0,233,2015,9,2,0,Transient,USA,57.91,2,115.83,No Deposit,TA/TO,Online TA
City Hotel,0,564,2015,10,2,1,Transient,PRT,21.41,3,64.23,No Deposit,Direct,Corporate
City Hotel,1,290,2015,12,3,0,Transient,PRT,60.3,3,0.0,No Deposit,Direct,Online TA
City Hotel,0,1,2016,4,3,2,Transient,GBR,81.55,5,407.75,No Deposit,TA/TO,Online TA
Resort Hotel,0,114,2017,12,1,1,Group,ITA,54.25,2,108.5,Non Refund,TA/TO,Direct
Resort Hotel,0,62,2016,7,1,4,Transient,USA,99.43,5,497.17,No Deposit,TA/TO,Offline TA/TO
City Hotel,0,4,2017,11,3,2,Group,IRL,63.41,5,317.05,No Deposit,TA/TO,Complementary
City Hotel,0,3,2017,11,2,2,Transient,BRA,128.49,4,513.96,No Deposit,TA/TO,Offline TA/TO
City Hotel,0,38,2017,8,1,1,Transient,FRA,113.5,2,227.0,No Deposit,TA/TO,Aviation
City Hotel,0,103,2016,5,3,1,Transient,FRA,101.24,4,404.96,No Deposit,TA/TO,Offline TA/TO
City Hotel,0,2,2015,9,1,2,Transient,GBR,108.71,3,326.13,No Deposit,TA/TO,Offline TA/TO
City Hotel,1,574,2017,3,1,1,Transient,DEU,66.11,2,0.0,No Deposit,TA/TO,Offline TA/TO
City Hotel,1,69,2016,10,1,1,Transient,ESP,108.53,2,0.0,No Deposit,TA/TO,Complementary
City Hotel,0,66,2015,2,3,4,Transient,ESP,62.05,7,434.33,No Deposit,TA/TO,Complementary
City Hotel,0,224,2016,6,0,0,Transient,BEL,108.75,1,108.75,No Deposit,TA/TO,Direct
Resort Hotel,0,19,2016,11,2,0,Transient,PRT,54.72,2,109.45,No Deposit,TA/TO,Corporate
City Hotel,0,6,2016,9,3,1,Transient,PRT,83.89,4,335.56,No Deposit,TA/TO,Direct
City Hotel,0,1,2017,4,1,1,Transient,RUS,100.72,2,201.45,No Deposit,TA/TO,Corporate
Resort Hotel,0,20,2016,3,1,1,Transient,ESP,129.68,2,259.35,No Deposit,TA/TO,Online TA
City Hotel,1,175,2016,8,2,0,Transient,FRA,102.65,2,0.0,No Deposit,TA/TO,Complementary
City Hotel,0,50,2016,5,1,1,Transient,GBR,100.62,2,201.24,No Deposit,TA/TO,Offline TA/TO
City Hotel,0,77,2017,10,1,0,Transient,NLD,134.44,1,134.44,No Deposit,TA/TO,Complementary
